시군구,구,동,단지명,전용면적(㎡),계약년월,단가,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시,강남구,압구정동,"현대6차(78~81,83,84,86,87동)",157,202302,3694.267516,14,580000,4,1978,압구정로 201,,중개거래,서울 강남구
서울특별시,서초구,반포동,반포자이,194.515,202302,2724.7256,28,530000,17,2009,신반포로 270,,중개거래,서울 서초구
서울특별시,강남구,압구정동,"현대7차(73~77,82,85동)",157.36,202302,3171.0727,4,499000,11,1979,압구정로 201,,중개거래,서울 강남구
서울특별시,용산구,한남동,트윈빌에이동,222.69,202302,2020.746329,20,450000,5,2008,유엔빌리지길 11,,직거래,-
서울특별시,서초구,반포동,반포주공1단지,104.89,202302,4099.532844,17,430000,5,1973,신반포로 9,,중개거래,서울 서초구
서울특별시,서초구,반포동,반포힐스테이트,155.38,202302,2703.050586,16,420000,23,2012,신반포로16길 15-20,,중개거래,서울 서초구
서울특별시,서초구,잠원동,청구빌라트,242.16,202302,1713.74298,22,415000,6,1996,잠원로 177,,중개거래,서울 서초구
서울특별시,용산구,이촌동,한강맨숀,120.56,202302,3276.376908,7,395000,5,1971,이촌로 248,,중개거래,서울 용산구
서울특별시,강남구,도곡동,타워팰리스3,141.648,202302,2506.212583,21,355000,53,2004,언주로30길 26,,중개거래,서울 강남구
서울특별시,강남구,압구정동,"현대1차(12,13,21,22,31,32,33동)",131.48,202302,2700.030423,17,355000,2,1976,압구정로29길 71,,중개거래,서울 강남구
서울특별시,강남구,청담동,현대한강빌라,136.26,202302,2568.618817,23,350000,7,1992,도산대로85길 56,,중개거래,서울 강남구
서울특별시,서초구,잠원동,신반포4,137.1,202302,2552.881109,17,350000,8,1979,잠원로 37-48,,중개거래,서울 서초구
서울특별시,서초구,반포동,래미안퍼스티지,84.93,202302,4003.296833,24,340000,15,2009,반포대로 275,,중개거래,서울 서초구
서울특별시,송파구,잠실동,갤러리아팰리스,164.3,202302,2069.385271,16,340000,24,2005,올림픽로 212,,중개거래,서울 송파구
서울특별시,강남구,대치동,한보미도맨션1,128.01,202302,2640.418717,17,338000,13,1983,삼성로 150,,중개거래,서울 강남구
서울특별시,강남구,압구정동,신현대9차,111.38,202302,3007.721314,18,335000,9,1982,압구정로 151,,중개거래,서울 강남구
서울특별시,강남구,청담동,청담자이,89.115,202302,3703.08029,15,330000,32,2011,영동대로138길 12,,중개거래,서울 강남구
서울특별시,서초구,반포동,래미안퍼스티지,84.93,202302,3885.552808,5,330000,10,2009,반포대로 275,,중개거래,서울 서초구
서울특별시,서초구,반포동,반포리체,106.148,202302,3108.866865,13,330000,31,2010,고무래로 35,,중개거래,서울 서초구
서울특별시,강남구,역삼동,개나리래미안,114.65,202302,2834.714348,4,325000,10,2006,역삼로 306,,중개거래,서울 강남구
서울특별시,서초구,반포동,래미안퍼스티지,84.93,202302,3826.680796,16,325000,18,2009,반포대로 275,,중개거래,서울 서초구
서울특별시,용산구,한강로3가,센트럴파크,114.8905,202302,2785.260748,23,320000,27,2020,서빙고로 17,,중개거래,서울 용산구
서울특별시,강남구,개포동,래미안블레스티지,99.991,202302,3150.283526,16,315000,27,2019,선릉로 8,,중개거래,서울 강남구
서울특별시,서초구,반포동,래미안퍼스티지,84.85,202302,3712.433707,4,315000,16,2009,반포대로 275,,중개거래,서울 서초구
서울특별시,서초구,반포동,래미안퍼스티지,84.85,202302,3712.433707,4,315000,16,2009,반포대로 275,20230304,중개거래,서울 서초구
서울특별시,서초구,반포동,래미안퍼스티지,84.93,202302,3708.936771,21,315000,19,2009,반포대로 275,,중개거래,"서울 강남구, 서울 서초구"
서울특별시,강남구,대치동,한보미도맨션2,115.05,202302,2642.329422,23,304000,10,1985,삼성로 150,,중개거래,서울 강남구
서울특별시,서초구,반포동,반포자이,84.943,202302,3496.462334,8,297000,26,2009,신반포로 270,,중개거래,서울 서초구
서울특별시,서초구,잠원동,반포센트럴자이,84.95,202302,3496.17422,6,297000,12,2020,반포대로 310-6,,중개거래,서울 서초구
서울특별시,송파구,가락동,헬리오시티,130.06,202302,2229.74012,16,290000,32,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,양천구,목동,현대하이페리온,180.42,202302,1596.275357,25,288000,17,2003,목동동로 257,,중개거래,서울 양천구
서울특별시,강남구,대치동,쌍용대치2,120.76,202302,2376.614773,11,287000,7,1983,영동대로 220,,중개거래,서울 강남구
서울특별시,강남구,도곡동,도곡렉슬,114.9931,202302,2478.409574,6,285000,2,2006,선릉로 221,,중개거래,서울 강남구
서울특별시,서초구,서초동,현대슈퍼빌,214.92,202302,1326.074819,18,285000,14,2003,서초중앙로 15,,중개거래,서울 서초구
서울특별시,강남구,개포동,현대2,131.83,202302,2154.289615,18,284000,3,1986,언주로 107,,중개거래,서울 강남구
서울특별시,강남구,일원동,디에이치포레센트,121.95,202302,2328.823288,6,284000,7,2021,개포로110길 38,,중개거래,서울 강남구
서울특별시,강남구,대치동,래미안대치팰리스,84.97,202302,3318.818406,14,282000,18,2015,삼성로51길 37,,중개거래,서울 강남구
서울특별시,용산구,한남동,한남더힐,59.686,202302,4724.726066,2,282000,1,2011,독서당로 111,,중개거래,"서울 성동구, 서울 용산구"
서울특별시,강남구,논현동,아크로힐스논현,113.087,202302,2484.812578,11,281000,7,2014,언주로 604,,중개거래,서울 강남구
서울특별시,강남구,압구정동,한양5,102.35,202302,2735.710796,23,280000,13,1979,압구정로 401,,중개거래,서울 강남구
서울특별시,용산구,한강로3가,센트럴파크,114.8905,202302,2435.362367,27,279800,22,2020,서빙고로 17,,중개거래,서울 용산구
서울특별시,강남구,대치동,한보미도맨션2,115.05,202302,2425.032595,8,279000,3,1985,삼성로 150,,중개거래,서울 강남구
서울특별시,서초구,잠원동,신반포자이,84.92,202302,3273.669336,11,278000,11,2018,잠원로 60,,중개거래,서울 서초구
서울특별시,서초구,서초동,서초푸르지오써밋,104.4,202302,2614.942529,18,273000,19,2017,서운로 201,,중개거래,서울 서초구
서울특별시,서초구,방배동,롯데캐슬아르떼,216.2766,202302,1248.401353,1,270000,14,2013,방배천로18길 11,,직거래,-
서울특별시,서초구,잠원동,래미안신반포팰리스,84.49,202302,3195.644455,18,270000,25,2016,잠원로8길 35,,중개거래,서울 서초구
서울특별시,송파구,가락동,헬리오시티,130.06,202302,2075.964939,6,270000,7,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,잠실동,주공아파트 5단지,82.61,202302,3118.266554,28,257600,6,1978,송파대로 567,,중개거래,서울 송파구
서울특별시,영등포구,여의도동,여의도자이,163.64,202302,1570.520655,27,257000,16,2008,여의동로3길 10,,중개거래,서울 영등포구
서울특별시,강남구,대치동,개포우성1,84.81,202302,3006.720906,15,255000,5,1983,선릉로 120,,중개거래,서울 강남구
서울특별시,강남구,도곡동,도곡렉슬,84.9984,202302,3000.056472,22,255000,20,2006,선릉로 221,,중개거래,서울 강남구
서울특별시,강남구,일원동,디에이치자이개포,84.73,202302,2985.955388,10,253000,28,2021,영동대로 22,,중개거래,서울 강남구
서울특별시,서초구,방배동,방배그랑자이,84.972,202302,2977.451396,14,253000,13,2021,방배로 21,,중개거래,서울 서초구
서울특별시,송파구,잠실동,주공아파트 5단지,82.61,202302,3057.741194,24,252600,14,1978,송파대로 567,,중개거래,서울 송파구
서울특별시,강남구,개포동,래미안블레스티지,84.94,202302,2966.800094,13,252000,24,2019,선릉로 8,,중개거래,서울 강남구
서울특별시,송파구,잠실동,주공아파트 5단지,82.61,202302,3033.53105,6,250600,11,1978,송파대로 567,,중개거래,서울 송파구
서울특별시,강남구,개포동,개포주공6단지,83.21,202302,3004.446581,1,250000,13,1983,개포로 516,,중개거래,서울 강남구
서울특별시,강남구,개포동,디에이치아너힐즈,84.3558,202302,2963.637355,2,250000,4,2019,삼성로 11,,중개거래,서울 강남구
서울특별시,강남구,개포동,래미안블레스티지,84.94,202302,2943.254062,4,250000,27,2019,선릉로 8,,중개거래,서울 강남구
서울특별시,강남구,도곡동,도곡렉슬,84.9984,202302,2941.231835,25,250000,13,2006,선릉로 221,,중개거래,서울 강남구
서울특별시,서초구,반포동,에이아이디차관주택,72.51,202302,3447.800303,5,250000,2,1974,신반포로 32,,중개거래,"경기 과천시, 서울 서초구"
서울특별시,송파구,잠실동,주공아파트 5단지,82.61,202302,3021.425977,25,249600,11,1978,송파대로 567,,중개거래,서울 송파구
서울특별시,강남구,개포동,래미안블레스티지,84.95,202302,2907.592702,27,247000,20,2019,선릉로 8,,중개거래,서울 강남구
서울특별시,강남구,대치동,개포우성2,84.69,202302,2916.51907,11,247000,8,1984,선릉로 120,,중개거래,서울 강남구
서울특별시,강남구,대치동,한보미도맨션1,84.48,202302,2900.094697,22,245000,2,1983,삼성로 150,,중개거래,서울 강남구
서울특별시,강남구,도곡동,도곡1차아이파크,130.259,202302,1880.868117,6,245000,7,2007,도곡로28길 8,,중개거래,서울 강남구
서울특별시,강남구,도곡동,도곡렉슬,84.9984,202302,2882.407198,9,245000,6,2006,선릉로 221,,중개거래,서울 강남구
서울특별시,강남구,압구정동,미성2차,74.4,202302,3293.010753,16,245000,7,1987,압구정로 113,,중개거래,서울 강남구
서울특별시,서초구,잠원동,신반포4,100.11,202302,2437.318949,28,244000,5,1979,잠원로 37-48,,중개거래,서울 서초구
서울특별시,강남구,개포동,래미안블레스티지,84.943,202302,2848.969309,4,242000,10,2019,선릉로 8,,중개거래,"서울 강남구, 서울 마포구"
서울특별시,서초구,잠원동,신반포4,96.48,202302,2508.291874,9,242000,9,1979,잠원로 37-48,,중개거래,서울 서초구
서울특별시,강남구,개포동,디에이치아너힐즈,76.1709,202302,3150.809561,6,240000,18,2019,삼성로 11,,중개거래,서울 강남구
서울특별시,강남구,개포동,래미안블레스티지,84.943,202302,2825.424108,18,240000,5,2019,선릉로 8,,중개거래,서울 강남구
서울특별시,서초구,반포동,에이아이디차관주택,72.51,202302,3296.09709,3,239000,3,1974,신반포로 32,,중개거래,서울 서초구
서울특별시,서초구,잠원동,신반포4,96.48,202302,2477.197347,22,239000,12,1979,잠원로 37-48,,중개거래,서울 서초구
서울특별시,강남구,도곡동,도곡렉슬,84.9984,202302,2788.28778,20,237000,11,2006,선릉로 221,,중개거래,서울 강남구
서울특별시,서초구,잠원동,롯데캐슬갤럭시(50-1),109.56,202302,2163.198248,6,237000,19,2004,잠원로14길 23,,중개거래,서울 서초구
서울특별시,강남구,대치동,한보미도맨션1,84.48,202302,2781.723485,28,235000,3,1983,삼성로 150,,중개거래,서울 강남구
서울특별시,양천구,목동,목동신시가지5,115.47,202302,2026.50039,7,234000,7,1986,목동동로 350,,중개거래,서울 양천구
서울특별시,영등포구,여의도동,롯데캐슬엠파이어,199.46,202302,1158.126943,20,231000,31,2005,의사당대로 127,,중개거래,서울 영등포구
서울특별시,강남구,도곡동,타워팰리스1,84.16,202302,2732.889734,10,230000,30,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시,서초구,서초동,래미안서초스위트,95.7555,202302,2401.950802,10,230000,29,2009,서운로 221,,중개거래,"서울 서대문구, 서울 서초구"
서울특별시,송파구,문정동,올림픽훼밀리타운,158.705,202302,1449.229703,10,230000,11,1988,중대로 24,,중개거래,서울 송파구
서울특별시,송파구,잠실동,주공아파트 5단지,81.75,202302,2784.097859,2,227600,5,1978,송파대로 567,,중개거래,서울 송파구
서울특별시,강남구,대치동,은마,84.43,202302,2694.539856,10,227500,14,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,서초구,서초동,아크로비스타,138.96,202302,1619.170984,20,225000,19,2004,서초중앙로 188,,중개거래,서울 서초구
서울특별시,송파구,잠실동,레이크팰리스,116.19,202302,1936.483346,8,225000,25,2006,잠실로 88,,중개거래,서울 송파구
서울특별시,영등포구,여의도동,대우트럼프월드II,163.87,202302,1373.039605,7,225000,24,2003,여의동로 97,,중개거래,서울 영등포구
서울특별시,중구,회현동1가,남산롯데캐슬아이리스,187.44,202302,1200.384123,3,225000,31,2011,소공로 35,,중개거래,서울 중구
서울특별시,강남구,대치동,은마,84.43,202302,2659.007462,16,224500,8,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,송파구,잠실동,우성아파트,131.08,202302,1701.251144,1,223000,2,1981,올림픽로4길 42,,중개거래,서울 송파구
서울특별시,강남구,대치동,은마,84.43,202302,2629.397134,2,222000,7,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,대치동,은마,84.43,202302,2629.397134,8,222000,4,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,서초구,잠원동,동아,84.91,202302,2614.533035,3,222000,20,2002,신반포로33길 15,,중개거래,서울 서초구
서울특별시,강남구,개포동,경남2차,91.91,202302,2393.645958,3,220000,7,1984,언주로 110,,중개거래,서울 강남구
서울특별시,서초구,반포동,반포리체,59.993,202302,3667.094494,8,220000,30,2010,고무래로 35,,중개거래,서울 서초구
서울특별시,양천구,목동,목동신시가지7,101.2,202302,2173.913043,16,220000,6,1986,목동로 212,,중개거래,서울 양천구
서울특별시,광진구,자양동,광진하우스토리한강,143.36,202302,1520.647321,2,218000,10,2008,구의강변로1길 44,,중개거래,서울 광진구
서울특별시,강남구,일원동,래미안 개포 루체하임,84.97,202302,2542.073673,4,216000,16,2018,개포로110길 50,,중개거래,서울 강남구
서울특별시,강남구,역삼동,e-편한세상,84.991,202302,2529.679613,27,215000,5,2005,선릉로69길 20,,중개거래,서울 강남구
서울특별시,영등포구,여의도동,리첸시아,146.68,202302,1465.775839,16,215000,11,2003,여의동로 213,,중개거래,서울 영등포구
서울특별시,송파구,잠실동,잠실엘스,84.8,202302,2529.481132,17,214500,19,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2517.943287,4,214000,10,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,강남구,대치동,은마,84.43,202302,2522.799953,4,213000,1,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,일원동,래미안 개포 루체하임,84.99,202302,2506.177197,11,213000,22,2018,개포로110길 50,,중개거래,서울 강남구
서울특별시,서초구,반포동,반포미도,84.96,202302,2507.062147,13,213000,10,1987,서초중앙로29길 28,20230228,중개거래,서울 서초구
서울특별시,서초구,반포동,반포미도,84.96,202302,2507.062147,13,213000,10,1987,서초중앙로29길 28,,중개거래,서울 서초구
서울특별시,강남구,일원동,디에이치자이개포,76.48,202302,2745.8159,3,210000,24,2021,영동대로 22,,중개거래,경기 성남분당구
서울특별시,광진구,자양동,광진트라팰리스,119.11,202302,1763.076148,2,210000,28,2006,뚝섬로34길 67,,중개거래,서울 광진구
서울특별시,송파구,가락동,헬리오시티,99.6,202302,2108.433735,6,210000,12,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2470.878927,2,210000,28,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,양천구,신정동,목동신시가지10,156.87,202302,1338.688086,8,210000,3,1987,목동서로 400,,중개거래,서울 양천구
서울특별시,강남구,일원동,목련타운,134.71,202302,1555.192636,18,209500,1,1993,광평로19길 15,,중개거래,서울 강남구
서울특별시,강남구,논현동,동현아파트1~6,119.67,202302,1746.469458,6,209000,1,1985,언주로146길 18,,중개거래,서울 강남구
서울특별시,강남구,논현동,동현아파트1~6,119.67,202302,1746.469458,6,209000,1,1985,언주로146길 18,20230306,중개거래,서울 강남구
서울특별시,송파구,가락동,헬리오시티,99.6,202302,2098.393574,13,209000,13,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,강남구,역삼동,역삼푸르지오,84.9097,202302,2449.661228,15,208000,2,2006,언주로 332,,중개거래,서울 강남구
서울특별시,용산구,동자동,센트레빌아스테리움서울,181.5,202302,1146.00551,4,208000,32,2013,한강대로 372,,중개거래,서울 용산구
서울특별시,강남구,청담동,삼성청담공원아파트,107.22,202302,1930.609961,7,207000,1,1999,도산대로96길 39,,중개거래,서울 강남구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2435.580657,25,207000,11,2008,올림픽로 135,,중개거래,"서울 광진구, 서울 송파구"
서울특별시,송파구,잠실동,리센츠,84.99,202302,2435.580657,25,207000,11,2008,올림픽로 135,,중개거래,서울 광진구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2412.048476,17,205000,19,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2412.048476,24,205000,16,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,서초구,반포동,반포써밋,59.3264,202302,3447.032013,8,204500,24,2018,고무래로 89,,중개거래,서울 서초구
서울특별시,강남구,대치동,은마,76.79,202302,2643.573382,21,203000,12,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,대치동,은마,76.79,202302,2643.573382,28,203000,11,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,송파구,문정동,올림픽훼밀리타운,136.325,202302,1489.088575,15,203000,13,1988,중대로 24,,중개거래,-
서울특별시,송파구,잠실동,리센츠,84.99,202302,2388.516296,23,203000,17,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,송파구,잠실동,잠실엘스,84.8,202302,2393.867925,11,203000,17,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2382.633251,17,202500,18,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,강남구,도곡동,삼성래미안,84.76,202302,2383.199622,18,202000,6,2001,남부순환로 2803,,중개거래,서울 강남구
서울특별시,송파구,가락동,헬리오시티,99.6,202302,2028.11245,13,202000,32,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,강남구,대치동,은마,76.79,202302,2617.528324,16,201000,11,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,대치동,은마,76.79,202302,2617.528324,16,201000,11,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,송파구,방이동,올림픽선수기자촌1단지,100.82,202302,1988.69272,8,200500,10,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시,강남구,대치동,대치아이파크,59.96,202302,3335.557038,5,200000,15,2008,선릉로 222,,중개거래,서울 강남구
서울특별시,강남구,대치동,은마,76.79,202302,2604.505795,18,200000,6,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,도곡동,삼성래미안,84.89,202302,2355.990105,11,200000,3,2001,남부순환로 2803,,중개거래,서울 강남구
서울특별시,강동구,고덕동,고덕그라시움,113.192,202302,1766.909322,24,200000,10,2019,고덕로 333,,중개거래,서울 강동구
서울특별시,마포구,공덕동,롯데캐슬프레지던트,191.872,202302,1042.361574,18,200000,18,2009,마포대로 109,,중개거래,서울 마포구
서울특별시,서초구,서초동,롯데캐슬클래식,84.98,202302,2353.49494,9,200000,3,2006,서운로 197,,중개거래,서울 서초구
서울특별시,송파구,방이동,올림픽선수기자촌3단지,100.31,202302,1993.819161,8,200000,1,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시,송파구,신천동,롯데캐슬골드,166.7,202302,1199.760048,8,200000,16,2005,올림픽로 269,,직거래,-
서울특별시,강남구,개포동,개포주공5단지,61.19,202302,3252.165387,5,199000,12,1983,삼성로4길 17,,중개거래,서울 강남구
서울특별시,강남구,대치동,은마,76.79,202302,2591.483266,17,199000,4,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2341.451936,2,199000,21,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,송파구,잠실동,잠실엘스,84.8,202302,2346.698113,16,199000,3,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시,송파구,방이동,올림픽선수기자촌3단지,100.31,202302,1973.880969,4,198000,11,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2323.8028,17,197500,25,2008,올림픽로 135,,중개거래,"서울 강동구, 서울 송파구"
서울특별시,송파구,잠실동,트리지움,84.83,202302,2322.291642,17,197000,24,2007,잠실로 62,,중개거래,"서울 강동구, 서울 송파구"
서울특별시,강남구,대치동,은마,76.79,202302,2539.39315,3,195000,3,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,마포구,현석동,래미안웰스트림,114.98,202302,1695.947121,2,195000,12,2016,토정로18길 11,,중개거래,서울 마포구
서울특별시,송파구,잠실동,잠실엘스,84.8,202302,2299.528302,9,195000,16,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시,송파구,잠실동,잠실엘스,84.8,202302,2299.528302,10,195000,5,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시,송파구,잠실동,잠실엘스,84.8,202302,2299.528302,15,195000,9,2008,올림픽로 99,,중개거래,서울 송파구
서울특별시,송파구,잠실동,트리지움,84.83,202302,2298.715077,22,195000,16,2007,잠실로 62,,중개거래,서울 송파구
서울특별시,강남구,일원동,목련타운,99.79,202302,1949.093096,1,194500,13,1993,광평로19길 15,,중개거래,서울 강남구
서울특별시,송파구,문정동,올림픽훼밀리타운,136.325,202302,1426.737576,1,194500,2,1988,중대로 24,,중개거래,서울 송파구
서울특별시,서초구,반포동,반포써밋,59.9207,202302,3237.612378,18,194000,11,2018,고무래로 89,,중개거래,서울 서초구
서울특별시,영등포구,여의도동,롯데캐슬아이비,150.8,202302,1286.472149,21,194000,21,2005,국제금융로 86,,중개거래,서울 영등포구
서울특별시,송파구,신천동,파크리오,84.97,202302,2271.389902,11,193000,9,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시,송파구,신천동,파크리오,84.97,202302,2265.505473,11,192500,17,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시,강남구,역삼동,상지리츠빌(1호라인),153.65,202302,1236.576635,23,190000,12,2004,언주로 320,,중개거래,서울 강남구
서울특별시,강남구,일원동,래미안 개포 루체하임,71.68,202302,2650.669643,17,190000,7,2018,개포로110길 50,,중개거래,서울 강남구
서울특별시,성동구,상왕십리동,텐즈힐(2구역),157.29,202302,1207.959819,10,190000,13,2014,마장로 137,,중개거래,서울 성동구
서울특별시,송파구,문정동,올림픽훼밀리타운,117.585,202302,1615.852362,6,190000,7,1988,중대로 24,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2235.557124,3,190000,9,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,송파구,잠실동,트리지움,84.83,202302,2239.773665,6,190000,16,2007,잠실로 62,,중개거래,서울 송파구
서울특별시,송파구,잠실동,트리지움,84.83,202302,2239.773665,15,190000,19,2007,잠실로 62,,중개거래,서울 송파구
서울특별시,용산구,이촌동,로얄맨숀,186.12,202302,1020.846766,25,190000,6,1972,이촌로75길 6,,중개거래,서울 용산구
서울특별시,강남구,대치동,은마,76.79,202302,2467.769241,9,189500,4,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,일원동,목련타운,99.79,202302,1893.977352,25,189000,3,1993,광평로19길 15,,중개거래,"서울 강남구, 서울 성동구"
서울특별시,송파구,가락동,헬리오시티,84.99,202302,2223.791034,23,189000,28,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2223.791034,4,189000,2,2008,올림픽로 135,,중개거래,서울 송파구
서울특별시,종로구,홍파동,경희궁자이(2단지),84.8359,202302,2227.830435,17,189000,13,2017,송월길 99,,중개거래,서울 종로구
서울특별시,강남구,대치동,은마,76.79,202302,2448.235447,7,188000,2,1979,삼성로 212,,중개거래,서울 강남구
서울특별시,강남구,일원동,샘터마을,101.97,202302,1843.679514,19,188000,15,1994,일원로 120,,중개거래,서울 강남구
서울특별시,송파구,가락동,헬리오시티,84.99,202302,2212.024944,16,188000,24,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,문정동,올림픽훼밀리타운,136.325,202302,1379.0574,10,188000,2,1988,중대로 24,,중개거래,서울 송파구
서울특별시,송파구,잠실동,트리지움,84.83,202302,2216.1971,4,188000,17,2007,잠실로 62,,중개거래,서울 송파구
서울특별시,송파구,잠실동,주공아파트 5단지,76.5,202302,2451.764706,20,187560,4,1978,송파대로 567,,직거래,-
서울특별시,강남구,일원동,목련타운,99.79,202302,1873.935264,8,187000,13,1993,광평로19길 15,,중개거래,서울 강남구
서울특별시,송파구,잠실동,트리지움,84.83,202302,2204.408818,1,187000,19,2007,잠실로 62,,중개거래,서울 송파구
서울특별시,서초구,반포동,반포미도2차아파트,71.49,202302,2587.774514,27,185000,12,1989,사평대로 240,,중개거래,"서울 서초구, 서울 송파구"
서울특별시,송파구,가락동,헬리오시티,84.99,202302,2176.726674,14,185000,8,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,방이동,올림픽선수기자촌2단지,83.06,202302,2227.305562,18,185000,15,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시,송파구,방이동,올림픽선수기자촌3단지,83.06,202302,2227.305562,15,185000,24,1988,양재대로 1218,,중개거래,서울 송파구
서울특별시,송파구,신천동,파크리오,84.79,202302,2181.861069,5,185000,32,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시,송파구,신천동,파크리오,84.79,202302,2181.861069,8,185000,25,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시,은평구,진관동,마고정3단지센트레빌(310~322동)BL2-3,167.14,202302,1106.856527,14,185000,16,2009,진관2로 90,,중개거래,서울 은평구
서울특별시,종로구,내수동,경희궁파크팰리스,146.39,202302,1263.747524,21,185000,13,2003,사직로8길 20,20230315,중개거래,서울 종로구
서울특별시,종로구,내수동,경희궁파크팰리스,146.39,202302,1263.747524,21,185000,13,2003,사직로8길 20,,중개거래,서울 종로구
서울특별시,송파구,신천동,파크리오,84.9,202302,2173.144876,25,184500,15,2008,올림픽로 435,,중개거래,서울 송파구
서울특별시,강남구,대치동,은마,76.79,202302,2383.122802,10,183000,3,1979,삼성로 212,,직거래,-
서울특별시,송파구,가락동,헬리오시티,84.99,202302,2153.194493,4,183000,11,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,서초구,잠원동,훼미리,84.69,202302,2149.014051,12,182000,8,1992,잠원로 202-11,,중개거래,서울 서초구
서울특별시,송파구,가락동,헬리오시티,84.95,202302,2142.436727,11,182000,8,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,가락동,헬리오시티,84.95,202302,2142.436727,18,182000,28,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,오금동,현대(2-4차),170.32,202302,1068.576797,11,182000,6,1984,오금로35길 17,,중개거래,서울 송파구
서울특별시,송파구,잠실동,리센츠,84.99,202302,2141.428403,15,182000,1,2008,올림픽로 135,,중개거래,"서울 강남구, 서울 송파구"
서울특별시,강남구,일원동,목련타운,99.79,202302,1813.808999,7,181000,14,1993,광평로19길 15,,중개거래,서울 강남구
서울특별시,송파구,가락동,헬리오시티,84.99,202302,2129.662313,14,181000,6,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,종로구,홍파동,경희궁자이(2단지),84.614,202302,2139.125913,21,181000,13,2017,송월길 99,,중개거래,서울 종로구
서울특별시,동작구,본동,래미안트윈파크,115.42,202302,1559.521747,11,180000,23,2011,노량진로23가길 23,,중개거래,서울 동작구
서울특별시,서초구,우면동,서초호반써밋,118.0151,202302,1525.228551,18,180000,20,2013,양재대로2길 109,,중개거래,"서울 강남구, 서울 서초구"
서울특별시,서초구,잠원동,훼미리,84.83,202302,2121.890841,9,180000,6,1992,잠원로 202-11,,중개거래,서울 서초구
서울특별시,성동구,금호동1가,이편한세상금호파크힐스,116.134,202302,1549.933697,11,180000,5,2019,금호로 140,,중개거래,서울 성동구
서울특별시,송파구,가락동,헬리오시티,84.98,202302,2118.145446,9,180000,20,2018,송파대로 345,,중개거래,서울 송파구
서울특별시,송파구,가락동,헬리오시티,84.95,202302,2118.893467,9,180000,11,2018,송파대로 345,,중개거래,서울 송파구
